,도로명,열선,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,도로폭,도로규모,행정구역,고도의_차이,경사각,최근접_시설들_거리,최근접_시설의_평균거리,2019_평균_온도,2020_평균_온도,2021_평균_온도,2022_평균_온도,2023_평균_온도,2024_평균_온도,종합_평균_기온,행정동,생활인구,최근접_시설들_최소거리,최근접_시설들_최대거리,점수
1247,자양강변길,0,주거지 도로,37.5330241,127.0622654,37.53327,127.0615716,37.53314705,127.0619185,67.24754846,폭6-8m,소로3류,광진구,0.7399673461914098,0.6326710465019408,"144.25155217701993 ,242.22484104876546 ,258.67660883063536 ,325.64452023415384 ,370.57231321414594",268.2739671009441,6.107324180000035,2.3782643600000317,-2.1260023959999783,-0.5167985799999713,-5.90188908999999,-2.184792339999992,-0.373982,자양4동,627107.2152381819,144.25155217701993,370.57231321414594,0.03147249
1471,자양강변길,0,주거지 도로,37.5276734,127.0831034,37.5276765,127.0828734,37.52767495,127.0829884,20.28531443,폭6-8m,소로3류,광진구,0.1784019470214772,0.503883219224271,"57.92886476028052 ,175.85913491089292 ,218.77853409802495 ,200.16899837687802 ,270.79142093010125",184.70539061523556,4.476245036000023,1.7709961400000225,-1.938694899999979,-2.524543527999981,-4.258163272000002,-3.45059907999997,-0.98746,자양2동,504804.4805581818,57.92886476028052,270.79142093010125,0.03136231
4040,자양로36길,0,주거지 도로,37.5461504,127.0875251,37.5458005,127.0880734,37.54597545,127.0877993,62.05225173,6m미만,소로,광진구,0.0640068054199289,0.0591005739281246,"75.19226397105473 ,97.30764028837379 ,114.07610588687645 ,116.47215617864448 ,138.49140495325653",108.30791425564118,4.4530025000000135,0.8868683000000127,-3.2860783839999783,-3.3400830999999926,-5.254857903999982,-3.3839476899999945,-1.654183,구의2동,457624.6836290909,75.19226397105473,138.4914049532565,0.031356566
4034,자양로36길,0,주거지 도로,37.5458005,127.0880734,37.5461504,127.0875251,37.54597545,127.0877993,62.05225173,6m미만,소로,광진구,0.0640068054199289,0.0591005739281246,"75.19226397105473 ,97.30764028837379 ,114.07610588687645 ,116.47215617864448 ,138.49140495325653",108.30791425564118,4.4530025000000135,0.8868683000000127,-3.2860783839999783,-3.3400830999999926,-5.254857903999982,-3.3839476899999945,-1.654183,구의2동,457624.6836290909,75.19226397105473,138.4914049532565,0.031356566
2517,동일로126가길,0,주거지 도로,37.5595879,127.0956142,37.5601223,127.0955795,37.5598551,127.0955969,59.50132054,폭6-8m,소로3류,광진구,2.639106750488274,2.539621829597752,"228.985358528048 ,249.33592880825304 ,365.7794085306096 ,464.7280641471011 ,538.8684600757205",369.5394440179464,3.091946936000022,1.7487790100000309,-4.878192099999978,-5.10446502399999,-5.957602815999985,-3.3440707899999844,-2.407267,중곡4동,571703.5397563636,228.985358528048,538.8684600757205,0.03122843
2911,자양로4가길,0,주거지 도로,37.5315567,127.0868826,37.5314259,127.0869026,37.5314913,127.0868926,14.65085064,6m미만,소로,광진구,0.0709323883056711,0.2773968943452285,"77.75782632004324 ,76.9467836635703 ,88.18022299554602 ,88.18022299554602 ,92.25388794214665",84.66378878337045,5.245983140000021,1.7396642900000074,-2.813024415999973,-2.037133875999973,-3.606005055999981,-2.719712469999981,-0.698371,자양2동,504804.4805581818,76.9467836635703,92.25388794214663,0.03103087
2852,자양로4가길,0,주거지 도로,37.5314259,127.0869026,37.5315567,127.0868826,37.5314913,127.0868926,14.65085064,6m미만,소로,광진구,0.0709323883056711,0.2773968943452285,"77.75782632004324 ,76.9467836635703 ,88.18022299554602 ,88.18022299554602 ,92.25388794214665",84.66378878337045,5.245983140000021,1.7396642900000074,-2.813024415999973,-2.037133875999973,-3.606005055999981,-2.719712469999981,-0.698371,자양2동,504804.4805581818,76.9467836635703,92.25388794214663,0.03103087
2145,영화사로,0,주거지 도로,37.5476377,127.0983037,37.5534664,127.0973405,37.55055205,127.0978221,935.8444824,6m미만,소로,광진구,7.995243072509766,0.7007778208641594,"8.571485744625852 ,8.571485744625852 ,8.571485744625852 ,8.571485744625852 ,143.69325321878884",35.59583923945845,4.523413712000024,1.5254683700000369,-2.4965157639999687,-4.433849499999985,-5.165305779999971,-1.3327287828571297,-1.22992,구의2동,457624.6836290909,8.571485744625852,143.69325321878884,0.030988662
4292,영화사로,0,주거지 도로,37.5534664,127.0973405,37.5476377,127.0983037,37.55055205,127.0978221,935.8444824,6m미만,소로,광진구,7.995243072509766,0.7007778208641594,"8.571485744625852 ,8.571485744625852 ,8.571485744625852 ,8.571485744625852 ,143.69325321878884",35.59583923945845,4.523413712000024,1.5254683700000369,-2.4965157639999687,-4.433849499999985,-5.165305779999971,-1.3327287828571297,-1.22992,구의2동,457624.6836290909,8.571485744625852,143.69325321878884,0.030988662
5448,자양로44가길,0,주거지 도로,37.5514271,127.0940096,37.5500585,127.0941037,37.5507428,127.0940566,161.4309487,6m미만,소로,광진구,8.936622619628906,3.355778303864173,"96.50662444400137 ,189.31813046205306 ,197.37556566484943 ,202.09705467385936 ,223.31226471685497",181.72192799232363,4.779765212000018,1.2685472000000289,-2.3939751639999827,-4.68883379199998,-4.906903467999962,-2.6644544799999843,-1.434309,구의2동,457624.6836290909,96.50662444400136,223.31226471685497,0.030975327
5450,자양로44가길,0,주거지 도로,37.5500585,127.0941037,37.5514271,127.0940096,37.5507428,127.0940566,161.4309487,6m미만,소로,광진구,8.936622619628906,3.355778303864173,"96.50662444400137 ,189.31813046205306 ,197.37556566484943 ,202.09705467385936 ,223.31226471685497",181.72192799232363,4.779765212000018,1.2685472000000289,-2.3939751639999827,-4.68883379199998,-4.906903467999962,-2.6644544799999843,-1.434309,구의2동,457624.6836290909,96.50662444400136,223.31226471685497,0.030975327
7105,천호대로107길,0,주거지 도로,37.5588374,127.0789101,37.5583424,127.0786277,37.5585899,127.0787689,60.40886837,6m미만,소로,광진구,1.4571628570556676,1.3818039415190713,"67.85798386236416 ,159.1163528919979 ,233.49780180625743 ,238.4522023684972 ,249.1775864783479",189.62038548149297,3.9245766080000295,0.6327954800000081,-5.168040195999981,-3.851418891999992,-8.763626334999984,-3.5292135399999816,-2.792488,중곡1동,356386.0065472728,67.85798386236416,249.1775864783479,0.030932322
7108,천호대로107길,0,주거지 도로,37.5583424,127.0786277,37.5588374,127.0789101,37.5585899,127.0787689,60.40886837,6m미만,소로,광진구,1.4571628570556676,1.3818039415190713,"67.85798386236416 ,159.1163528919979 ,233.49780180625743 ,238.4522023684972 ,249.1775864783479",189.62038548149297,3.9245766080000295,0.6327954800000081,-5.168040195999981,-3.851418891999992,-8.763626334999984,-3.5292135399999816,-2.792488,중곡1동,356386.0065472728,67.85798386236416,249.1775864783479,0.030932322
4096,천호대로132길,0,주거지 도로,37.5500668,127.0895613,37.5496467,127.0890414,37.54985675,127.0893013,65.44316272,6m미만,소로,광진구,1.3321342468261683,1.166130050387348,"48.75269863282271 ,140.2376337799371 ,166.8448823248668 ,231.12703433771892 ,231.12703433771892",163.61785668261288,5.309558312000024,1.527747050000026,-2.51428946799997,-4.126911303999975,-4.380528387999982,-2.516340279999971,-1.116794,구의2동,457624.6836290909,48.75269863282271,231.12703433771887,0.03092746
4714,천호대로132길,0,주거지 도로,37.5496467,127.0890414,37.5500668,127.0895613,37.54985675,127.0893013,65.44316272,6m미만,소로,광진구,1.3321342468261683,1.166130050387348,"48.75269863282271 ,140.2376337799371 ,166.8448823248668 ,231.12703433771892 ,231.12703433771892",163.61785668261288,5.309558312000024,1.527747050000026,-2.51428946799997,-4.126911303999975,-4.380528387999982,-2.516340279999971,-1.116794,구의2동,457624.6836290909,48.75269863282271,231.12703433771887,0.03092746
4948,용마산로8가길,0,주거지 도로,37.5617582,127.0889458,37.5617144,127.0885835,37.5617363,127.0887647,32.30382565,6m미만,소로,광진구,4.136005401611328,7.296153494664279,"95.97909761607342 ,95.97909761607342 ,95.97909761607342 ,95.97909761607342 ,115.27144666420551",99.83756742569985,4.330637384000011,2.605562690000028,-3.5294414079999683,-5.730646287999991,-4.794792411999959,-3.3087512499999625,-1.737905,중곡4동,571703.5397563636,95.97909761607342,115.27144666420553,0.030794948
3137,뚝섬로52나길,0,주거지 도로,37.5307111,127.0800123,37.5307381,127.079829,37.5307246,127.0799207,16.43997991,6m미만,소로,광진구,0.696802139282223,2.427010061662548,"100.91153282014383 ,141.06366585864248 ,166.85369596657773 ,208.64881996108485 ,228.52562960883014",169.2006688430558,4.3265357600000245,1.2417727100000302,-2.975722167999976,-2.0836189479999803,-4.482385383999974,-3.8721548799999823,-1.307595,자양2동,504804.4805581818,100.91153282014383,228.52562960883017,0.03078454
1387,뚝섬로52나길,0,주거지 도로,37.5307381,127.079829,37.5307111,127.0800123,37.5307246,127.0799207,16.43997991,6m미만,소로,광진구,0.696802139282223,2.427010061662548,"100.91153282014383 ,141.06366585864248 ,166.85369596657773 ,208.64881996108485 ,228.52562960883014",169.2006688430558,4.3265357600000245,1.2417727100000302,-2.975722167999976,-2.0836189479999803,-4.482385383999974,-3.8721548799999823,-1.307595,자양2동,504804.4805581818,100.91153282014383,228.52562960883017,0.03078454
4607,능동로36길,0,주거지 도로,37.5562627,127.0796622,37.5562187,127.0797766,37.5562407,127.0797194,11.20860626,6m미만,소로,광진구,0.1117238998413103,0.571088397508402,"141.05265596722035 ,162.78056962957018 ,206.67466875249653 ,296.08720273077165 ,301.4768285321054",221.6143851224328,4.097528420000015,1.0423882100000224,-4.533655683999973,-3.6477048999999857,-7.817689299999984,-3.338943759999973,-2.366346,능동,371402.6744345455,141.05265596722035,301.4768285321054,0.030782029
4243,능동로36길,0,주거지 도로,37.5562187,127.0797766,37.5562627,127.0796622,37.5562407,127.0797194,11.20860626,6m미만,소로,광진구,0.1117238998413103,0.571088397508402,"141.05265596722035 ,162.78056962957018 ,206.67466875249653 ,296.08720273077165 ,301.4768285321054",221.6143851224328,4.097528420000015,1.0423882100000224,-4.533655683999973,-3.6477048999999857,-7.817689299999984,-3.338943759999973,-2.366346,능동,371402.6744345455,141.05265596722035,301.4768285321054,0.030782029
3753,광나루로54길,0,주거지 도로,37.5391502,127.0952275,37.5403274,127.0958932,37.5397388,127.0955603,155.1911149,폭6-8m,소로3류,광진구,0.7743587493896484,0.3092736419851881,"58.43983427710505 ,138.49593620385102 ,169.71379633080272 ,195.7643950865188 ,197.7403712466481",152.03086662898517,2.27025492800002,-0.5589541599999848,-4.683364959999977,-6.139441479999978,-6.087487575999978,-2.46262853714284,-2.943604,구의3동,668180.4635927272,58.43983427710505,197.7403712466481,0.030611567
3801,광나루로54길,0,주거지 도로,37.5403274,127.0958932,37.5391502,127.0952275,37.5397388,127.0955603,155.1911149,폭6-8m,소로3류,광진구,0.7743587493896484,0.3092736419851881,"58.43983427710505 ,138.49593620385102 ,169.71379633080272 ,195.7643950865188 ,197.7403712466481",152.03086662898517,2.27025492800002,-0.5589541599999848,-4.683364959999977,-6.139441479999978,-6.087487575999978,-2.46262853714284,-2.943604,구의3동,668180.4635927272,58.43983427710505,197.7403712466481,0.030611567
2237,천호대로140길,0,주거지 도로,37.5438799,127.1024065,37.5445701,127.1025546,37.544225,127.1024805,78.82657035,폭10-12m,소로1류,광진구,0.6523914337158203,0.4801364047775825,"58.48149661138803 ,136.5684894224514 ,184.5038924817533 ,299.88036060133544 ,321.3927812439823",200.1654040721821,3.0290553680000243,0.2459895500000186,-3.253948995999985,-4.997253129999971,-5.207689227999969,-2.5509002599999797,-2.122458,광장동,845003.6362,58.48149661138803,321.3927812439823,0.030577747
2239,천호대로140길,0,주거지 도로,37.5445701,127.1025546,37.5438799,127.1024065,37.544225,127.1024805,78.82657035,폭10-12m,소로1류,광진구,0.6523914337158203,0.4801364047775825,"58.48149661138803 ,136.5684894224514 ,184.5038924817533 ,299.88036060133544 ,321.3927812439823",200.1654040721821,3.0290553680000243,0.2459895500000186,-3.253948995999985,-4.997253129999971,-5.207689227999969,-2.5509002599999797,-2.122458,광장동,845003.6362,58.48149661138803,321.3927812439823,0.030577747
7002,동일로68길,0,주거지 도로,37.5624817,127.0773227,37.5616499,127.076587,37.5620658,127.0769549,132.1289204,6m미만,소로,광진구,0.075523376464849,0.0383071725325972,"182.29039265494995 ,189.04717130088804 ,190.334262243751 ,167.9968068019558 ,166.61143646460343",179.25601389322964,3.75162479600001,1.953290540000021,-3.6019034319999776,-2.3924370549999736,-7.216117779999976,-3.0734775399999705,-1.76317,중곡1동,356386.0065472728,166.61143646460343,190.334262243751,0.030555207
7005,동일로68길,0,주거지 도로,37.5616499,127.076587,37.5624817,127.0773227,37.5620658,127.0769549,132.1289204,6m미만,소로,광진구,0.075523376464849,0.0383071725325972,"182.29039265494995 ,189.04717130088804 ,190.334262243751 ,167.9968068019558 ,166.61143646460343",179.25601389322964,3.75162479600001,1.953290540000021,-3.6019034319999776,-2.3924370549999736,-7.216117779999976,-3.0734775399999705,-1.76317,중곡1동,356386.0065472728,166.61143646460343,190.334262243751,0.030555207
5311,자양로51길,0,주거지 도로,37.5536239,127.0928479,37.5532625,127.0934078,37.5534432,127.0931279,63.64787388,6m미만,소로,광진구,0.2188758850097585,0.1970314476355897,"39.08792187585544 ,68.91373500750584 ,73.47478642272468 ,73.47478642272468 ,73.47478642272468",65.68520323030705,5.200181672000008,1.3938746000000133,-2.3748342519999937,-4.631411055999967,-4.545276951999978,-1.7165235999999784,-1.112332,구의2동,457624.6836290909,39.08792187585544,73.47478642272468,0.030536322
4534,자양로51길,0,주거지 도로,37.5532625,127.0934078,37.5536239,127.0928479,37.5534432,127.0931279,63.64787388,6m미만,소로,광진구,0.2188758850097585,0.1970314476355897,"39.08792187585544 ,68.91373500750584 ,73.47478642272468 ,73.47478642272468 ,73.47478642272468",65.68520323030705,5.200181672000008,1.3938746000000133,-2.3748342519999937,-4.631411055999967,-4.545276951999978,-1.7165235999999784,-1.112332,구의2동,457624.6836290909,39.08792187585544,73.47478642272468,0.030536322
5105,동일로72길,0,주거지 도로,37.5650979,127.0808207,37.5653286,127.0801445,37.56521325,127.0804826,64.88639527,6m미만,소로,광진구,0.2282962799072301,0.2015889119185463,"54.20034713618874 ,54.321722984924826 ,54.321722984924826 ,54.321722984924826 ,46.23177980841887",52.67945917987642,4.299875204000022,2.771906330000036,-4.242440379999977,-5.384059059999959,-7.617735129999971,-3.3702756099999696,-2.257121,중곡3동,353811.96346909093,46.23177980841887,54.321722984924826,0.030517992
1305,뚝섬로52길,0,주거지 도로,37.5284924,127.0779421,37.528842,127.0781349,37.5286672,127.0780385,42.42925431,폭6-8m,소로3류,광진구,1.5956172943115288,2.1536906837250798,"197.35186585014623 ,176.35063302498105 ,201.66683014205125 ,237.74846426432555 ,278.40358389129614",218.30427543456003,4.3737044360000255,1.6354146800000062,-2.535481191999975,-2.3679982119999865,-4.54322613999999,-4.084641789999968,-1.253705,자양2동,504804.4805581818,176.35063302498105,278.40358389129614,0.030480748
1463,뚝섬로52길,0,주거지 도로,37.528842,127.0781349,37.5284924,127.0779421,37.5286672,127.0780385,42.42925431,폭6-8m,소로3류,광진구,1.5956172943115288,2.1536906837250798,"197.35186585014623 ,176.35063302498105 ,201.66683014205125 ,237.74846426432555 ,278.40358389129614",218.30427543456003,4.3737044360000255,1.6354146800000062,-2.535481191999975,-2.3679982119999865,-4.54322613999999,-4.084641789999968,-1.253705,자양2동,504804.4805581818,176.35063302498105,278.40358389129614,0.030480748
4637,천호대로134길,0,주거지 도로,37.5471507,127.0886222,37.5481493,127.0897315,37.54765,127.0891769,147.9659783,6m미만,소로,광진구,2.85434532165527,1.105131676116928,"58.21839226693571 ,85.49042597531385 ,85.49042597531385 ,115.18159923859001 ,115.80412810259281",92.03699431174924,4.226729576000014,0.7626802400000182,-3.312738939999986,-4.343613771999969,-5.5836714279999855,-3.757081539999973,-2.001283,구의2동,457624.6836290909,58.21839226693571,115.8041281025928,0.030463504
4070,천호대로134길,0,주거지 도로,37.5481493,127.0897315,37.5471507,127.0886222,37.54765,127.0891769,147.9659783,6m미만,소로,광진구,2.85434532165527,1.105131676116928,"58.21839226693571 ,85.49042597531385 ,85.49042597531385 ,115.18159923859001 ,115.80412810259281",92.03699431174924,4.226729576000014,0.7626802400000182,-3.312738939999986,-4.343613771999969,-5.5836714279999855,-3.757081539999973,-2.001283,구의2동,457624.6836290909,58.21839226693571,115.8041281025928,0.030463504
6778,능동로50길,0,주거지 도로,37.5635801,127.0851689,37.5636144,127.0850779,37.56359725,127.0851234,8.88152177,6m미만,소로,광진구,0.3319435119628906,2.1404148281256083,"45.415016450415976 ,56.92485803125609 ,124.59925823832141 ,151.83631418410639 ,176.4451956701268",111.04412851484535,3.292242908000014,2.7582342500000245,-4.545276951999983,-5.629472895999982,-4.591762023999985,-3.4386360099999917,-2.025778,중곡3동,353811.96346909093,45.415016450415976,176.4451956701268,0.030434595
